Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0480546H;école primaire privée Sainte Emilie;Ecole;Privé;Village;;48310 FOURNELS;48310;48064;Fournels;048;11;76;1;1;;;;0466316504;;;ce.0480546h@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;77610558700013;42;;44.81728990303826, 3.1203103974030313;CONTRAT D'ASSOCIATION TOUTES CLASSES;Lozère;Montpellier;Occitanie;709511.3;6413133.0;EPSG:2154;Circonscription d'inspection du 1er degré de Marvejols - ASH;44.81728990303826;3.1203103974030313;Numéro de rue;1971-03-04;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0480013D;;;0480047R;048002;MARVEJOLS;11101;LOZERE
0340805R;Ecole primaire;Ecole;Public;1 rue des Ecoles;;34290 VALROS;34290;34325;Valros;034;11;76;1;1;;;;0467374053;;;ce.0340805R@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340325600026;142;;43.41767410170018, 3.366330470351976;SANS OBJET;Hérault;Montpellier;Occitanie;729682.1;6257686.6;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.41767410170018;3.366330470351976;Numéro de rue;1965-07-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341387Y;;;0341853E;034011;PEZENAS;11082;CENTRE HERAULT
0480566E;Ecole primaire privée Saint Ferréol;Ecole;Privé;VILLAGE;RIEUTORT DE RANDON;48700 MONTS DE RANDON;48700;48127;Monts-de-Randon;048;11;76;1;1;;;;0466473335;;;ce.0480566e@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;77611835800014;49;;44.6687060075642, 3.4874289970976053;CONTRAT D'ASSOCIATION TOUTES CLASSES;Lozère;Montpellier;Occitanie;738636.0;6396741.2;EPSG:2154;Circonscription d'inspection du 1er degré de Mende;44.6687060075642;3.4874289970976053;Ville;1971-03-04;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0480032Z;;;0480050U;048003;MENDE;11101;LOZERE
0340807T;Ecole élémentaire les Asphodèles;Ecole;Public;Place des Ecoles Laïques;;34740 VENDARGUES;34740;34327;Vendargues;034;11;76;0;1;;;;0467701269;;;ce.0340807T@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340327200049;129;;43.65961891545808, 3.967232420420403;SANS OBJET;Hérault;Montpellier;Occitanie;778039.4;6284986.7;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnau le Lez;43.65961891545808;3.967232420420403;Rue;1965-07-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341363X;;;0340865F;034007;MATHIEU;11124;PIC SAINT LOUP
0480568G;Ecole primaire privée Sainte Marie;Ecole;Privé;Place du 19 Mars 1962;;48200 ST CHELY D APCHER;48200;48140;Saint-Chély-d'Apcher;048;11;76;1;1;;;;0466310129;;;ce.0480568g@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;77612137800025;193;;44.7987787536585, 3.2758558308079113;CONTRAT D'ASSOCIATION TOUTES CLASSES;Lozère;Montpellier;Occitanie;721815.3;6411107.8;EPSG:2154;Circonscription d'inspection du 1er degré de Marvejols - ASH;44.7987787536585;3.2758558308079113;Rue;1971-03-19;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0480013D;;;0480047R;048002;MARVEJOLS;11101;LOZERE
0340812Y;Ecole Elémentaire Entre-Vignes;Ecole;Public;5 rue du Stade;VERARGUES;34400 ENTRE VIGNES;34400;34246;Entre-Vignes;034;11;76;1;1;;;;0951536848;;;ce.0340812Y@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;20008629600056;70;;43.71918014561536, 4.098100922035277;SANS OBJET;Hérault;Montpellier;Occitanie;788505.6;6291743.4;EPSG:2154;Circonscription d'inspection du 1er degré de Lunel;43.71918014561536;4.098100922035277;Numéro de rue;1965-07-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;034017;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341825Z;;;0340863D;034006;LUNEL;11119;LUNEL
0480586B;école primaire privée du sacré-coeur;Ecole;Privé;Place du Pré Commun;;48500 LA CANOURGUE;48500;48034;La Canourgue;048;11;76;1;1;;;;0466328135;;;ce.0480586b@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;77610135400012;86;;44.431746210735184, 3.213479796889667;CONTRAT D'ASSOCIATION TOUTES CLASSES;Lozère;Montpellier;Occitanie;716992.7;6370322.9;EPSG:2154;Circonscription d'inspection du 1er degré de Marvejols - ASH;44.431746210735184;3.213479796889667;Numéro de rue;1972-06-13;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0480006W;;;0480047R;048002;MARVEJOLS;11101;LOZERE
0340825M;Ecole maternelle Jean Jacques Rousseau;Ecole;Public;106 rue des Sports;;34750 VILLENEUVE LES MAGUELONE;34750;34337;Villeneuve-lès-Maguelone;034;11;76;1;0;;;;0467694825;;;ce.0340825M@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340337100064;137;;43.533879095912354, 3.8585998893580875;SANS OBJET;Hérault;Montpellier;Occitanie;769426.9;6270911.4;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.533879095912354;3.8585998893580875;Numéro de rue;1965-07-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0342078Z;;;0342310B;034004;FABREGUES;11121;MONTPELLIER SUD
0480595L;école élémentaire les terres bleues;Ecole;Public;Quartier de Fontanilles;;48000 MENDE;48000;48095;Mende;048;11;76;0;1;;;;0466650367;;;ce.0480595L@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21480095500079;81;;44.52296522118235, 3.5122697848460107;SANS OBJET;Lozère;Montpellier;Occitanie;740710.0;6380565.1;EPSG:2154;Circonscription d'inspection du 1er degré de Mende;44.52296522118235;3.5122697848460107;Numéro de rue;1973-06-12;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0480607Z;;;0480050U;048003;MENDE;11101;LOZERE
0340841E;Ecole maternelle Vasco de Gama;Ecole;Public;156 rue Croix du Sud;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;1;0;;;;0467650492;;;ce.0340841E@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200219;96;;43.6138606090302, 3.8921099277399622;SANS OBJET;Hérault;Montpellier;Occitanie;772036.0;6279830.2;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.6138606090302;3.8921099277399622;Numéro de rue;1966-09-21;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341421K;;;0340862C;034009;MONTPELLIER;11121;MONTPELLIER SUD
0480687L;école primaire privée jeanne d'arc;Ecole;Privé;20 rue du Torrent;;48000 MENDE;48000;48095;Mende;048;11;76;1;1;;;;0466650319;;;ce.0480687l@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;34984876200028;215;;44.51681189418294, 3.503109517165267;CONTRAT D'ASSOCIATION TOUTES CLASSES;Lozère;Montpellier;Occitanie;739986.4;6379876.9;EPSG:2154;Circonscription d'inspection du 1er degré de Mende;44.51681189418294;3.503109517165267;Numéro de rue;1992-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0480032Z;;;0480050U;048003;MENDE;11101;LOZERE
0340990S;Ecole maternelle les Fontanilles;Ecole;Public;440 rue des Ecoles;;34270 ST MATHIEU DE TREVIERS;34270;34276;Saint-Mathieu-de-Tréviers;034;11;76;1;0;;;;0467553349;;;ce.0340990S@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340276100026;164;;43.77072389263694, 3.863360056488252;SANS OBJET;Hérault;Montpellier;Occitanie;769524.0;6297236.1;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Mathieu-de-Tréviers;43.77072389263694;3.863360056488252;Numéro de rue;1977-05-18;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341705U;;;0341720K;034007;MATHIEU;11124;PIC SAINT LOUP
0480691R;école primaire;Ecole;Public;LA PARADE;LA PARADE;48150 HURES LA PARADE;48150;48074;Hures-la-Parade;048;11;76;1;1;;;;0466456493;;;ce.0480691R@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21480074000067;32;;44.246047830020686, 3.3523603433976885;SANS OBJET;Lozère;Montpellier;Occitanie;728139.4;6349733.0;EPSG:2154;Circonscription d'inspection du 1er degré de Florac;44.246047830020686;3.3523603433976885;Numéro de rue;1993-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0480011B;;;0480048S;048001;FLORAC;11101;LOZERE
0341072F;Ecole maternelle les Tamaris;Ecole;Public;Avenue des Tamaris;LA DEVEZE;34500 BEZIERS;34500;34032;Béziers;034;11;76;1;0;;;;0467367117;;;ce.0341072F@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP+;;21340032800794;124;;43.3381493548652, 3.247100043467196;SANS OBJET;Hérault;Montpellier;Occitanie;720049.1;6248809.3;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Ville;43.3381493548652;3.247100043467196;Numéro de rue;1970-06-02;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341321B;;;0340860A;034003;BEZIERS;11071;BEZIERS
0341073G;Ecole primaire;Ecole;Public;Route de Clermont l'Hérault;;34800 CABRIERES;34800;34045;Cabrières;034;11;76;1;1;;;;0467963179;;;ce.0341073G@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340045000028;49;;43.57554096393336, 3.364029851906605;SANS OBJET;Hérault;Montpellier;Occitanie;729414.8;6275232.2;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.57554096393336;3.364029851906605;Numéro de rue;1970-06-02;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341405T;;;0342170Z;034005;LODEVE;11082;CENTRE HERAULT
0341115C;Ecole primaire Morisot-Mozart;Ecole;Public;60 avenue d'Assas;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;1;1;;;;0467630337;;;ce.0341115C@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200128;333;;43.61733581732813, 3.8624499794347478;SANS OBJET;Hérault;Montpellier;Occitanie;769636.9;6280189.8;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.61733581732813;3.8624499794347478;Numéro de rue;1970-09-25;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341030K;;;0342373V;034008;MONTARNAUD;11120;MONTPELLIER NORD
0341117E;Ecole primaire du Grand Cèdre;Ecole;Public;9 avenue de la Gare;;34600 LE POUJOL SUR ORB;34600;34211;Le Poujol-sur-Orb;034;11;76;1;1;;;;0467958712;;;ce.0341117E@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340211800029;71;;43.58043888155583, 3.0615693863144027;SANS OBJET;Hérault;Montpellier;Occitanie;704974.6;6275710.7;EPSG:2154;Circonscription d'inspection du 1er degré de Bédarieux;43.58043888155583;3.0615693863144027;Numéro de rue;1970-09-25;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340119V;;;0341563P;034002;BEDARIEUX;11082;CENTRE HERAULT
0341122K;Ecole primaire Albert Camus;Ecole;Public;Route de Fouscais;;34800 BRIGNAC;34800;34041;Brignac;034;11;76;1;1;;;;0467963769;;;ce.0341122K@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340041900023;105;;43.622272990411645, 3.472400038916653;SANS OBJET;Hérault;Montpellier;Occitanie;738140.3;6280472.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.622272990411645;3.472400038916653;Numéro de rue;1970-10-23;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341405T;;;0342170Z;034005;LODEVE;11082;CENTRE HERAULT
0341175T;Ecole primaire privée Sainte Bernadette;Ecole;Privé;Avenue Anatole France;;34370 CAZOULS LES BEZIERS;34370;34069;Cazouls-lès-Béziers;034;11;76;1;1;;;;0467936741;;;ce.0341175t@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;77599097100019;76;;43.390226268414416, 3.0981096725614634;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hérault;Montpellier;Occitanie;707953.2;6254571.7;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.390226268414416;3.0981096725614634;Numéro de rue;1971-03-26;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;;;;0341853E;034003;BEZIERS;11071;BEZIERS
0341177V;Ecole primaire privée Saint Guilhem;Ecole;Privé;Route départementale 609;;34800 CLERMONT L HERAULT;34800;34079;Clermont-l'Hérault;034;11;76;1;1;;;;0467964043;;;ce.0341177v@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;77599337100027;311;;43.6299443038494, 3.4412203557948353;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hérault;Montpellier;Occitanie;735618.2;6281310.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.6299443038494;3.4412203557948353;Numéro de rue;1971-03-26;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;;;;0342170Z;034005;LODEVE;11082;CENTRE HERAULT
0341222U;Ecole primaire privée Saint-Louis;Ecole;Privé;5 bis avenue de l'Occitanie;;34680 ST GEORGES D ORQUES;34680;34259;Saint-Georges-d'Orques;034;11;76;1;1;;;;0467477350;;;ce.0341222u@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;34010725900012;166;;43.60794101965969, 3.786388868504928;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hérault;Montpellier;Occitanie;763506.1;6279081.6;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.60794101965969;3.786388868504928;Numéro de rue;1971-03-26;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;;;;0342310B;034008;MONTARNAUD;11120;MONTPELLIER NORD
0341238L;Ecole primaire privée Saint Joseph;Ecole;Privé;Avenue Jean Moulin;;34290 SERVIAN;34290;34300;Servian;034;11;76;1;1;;;;0467391101;;;ce.0341238l@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;77608352900011;131;;43.425761154679044, 3.3008794093270257;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hérault;Montpellier;Occitanie;724375.5;6258563.1;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.425761154679044;3.3008794093270257;Numéro de rue;1971-03-26;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;;;;0341853E;034011;PEZENAS;11082;CENTRE HERAULT
0341248X;Ecole élémentaire Marcel Pagnol;Ecole;Public;Avenue de la Coopérative;;34160 CASTRIES;34160;34058;Castries;034;11;76;0;1;;;;0467700703;;;ce.0341248X@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340058300026;325;;43.67559776472107, 3.9814203744057135;SANS OBJET;Hérault;Montpellier;Occitanie;779162.0;6286776.5;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnau le Lez;43.67559776472107;3.9814203744057135;Numéro de rue;1971-06-16;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341280G;;;0340865F;034006;LUNEL;11119;LUNEL
0341255E;Ecole élémentaire Pierre Bouissinet;Ecole;Public;61 boulevard des Ecoles;;34750 VILLENEUVE LES MAGUELONE;34750;34337;Villeneuve-lès-Maguelone;034;11;76;0;1;;;;0467694400;;;ce.0341255E@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340337100023;259;;43.533629848628046, 3.862119636186401;SANS OBJET;Hérault;Montpellier;Occitanie;769711.8;6270886.8;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.533629848628046;3.862119636186401;Numéro de rue;1971-06-16;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342078Z;;;0342310B;034004;FABREGUES;11121;MONTPELLIER SUD
0341292V;Ecole élémentaire le Micocoulier;Ecole;Public;3 rue des Ecoles;;34660 COURNONSEC;34660;34087;Cournonsec;034;11;76;0;1;;;;0448205152;;;ce.0341292V@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340087200023;249;;43.54853610092533, 3.7081601012198253;SANS OBJET;Hérault;Montpellier;Occitanie;757248.0;6272419.7;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.54853610092533;3.7081601012198253;Numéro de rue;1972-06-12;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342077Y;;;0342310B;034004;FABREGUES;11121;MONTPELLIER SUD
0341293W;Ecole élémentaire Emile Barrès;Ecole;Public;13 bis rue Alfred de Vigny;;34920 LE CRES;34920;34090;Le Crès;034;11;76;0;1;;;;0467703198;;;ce.0341293W@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340090600060;232;;43.65815360711816, 3.9425700398290817;SANS OBJET;Hérault;Montpellier;Occitanie;776051.6;6284799.8;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnau le Lez;43.65815360711816;3.9425700398290817;Numéro de rue;1972-06-12;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341363X;;;0340865F;034007;MATHIEU;11124;PIC SAINT LOUP
0341294X;Ecole élémentaire les Cigales;Ecole;Public;1 rue des Cigales;;34690 FABREGUES;34690;34095;Fabrègues;034;11;76;0;1;;;;0467852479;;;ce.0341294X@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340095500042;192;;43.54749779010259, 3.775190058030429;SANS OBJET;Hérault;Montpellier;Occitanie;762667.7;6272355.2;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.54749779010259;3.775190058030429;Numéro de rue;1972-06-12;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342077Y;;;0342310B;034004;FABREGUES;11121;MONTPELLIER SUD
0341295Y;Ecole primaire André Espitalier;Ecole;Public;Impasse de la Syrah;;34320 FONTES;34320;34103;Fontès;034;11;76;1;1;;;;0467250266;;;ce.0341295Y@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340103700055;66;;43.54382537602399, 3.3819420089903;SANS OBJET;Hérault;Montpellier;Occitanie;730879.2;6271714.1;EPSG:2154;Circonscription d'inspection du 1er degré de Pézenas;43.54382537602399;3.3819420089903;Rue;1972-06-12;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340837A;;;0340868J;034011;PEZENAS;11082;CENTRE HERAULT
0341306K;Ecole élémentaire;Ecole;Public;Avenue de la Gare;;34390 OLARGUES;34390;34187;Olargues;034;11;76;0;1;;;;0467977887;;;ce.0341306K@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340187000026;65;;43.556716314668826, 2.915789961508351;SANS OBJET;Hérault;Montpellier;Occitanie;693193.3;6273075.8;EPSG:2154;Circonscription d'inspection du 1er degré de Bédarieux;43.556716314668826;2.915789961508351;Numéro de rue;1972-06-12;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340070S;;;0341563P;034002;BEDARIEUX;11082;CENTRE HERAULT
0341307L;Ecole primaire Jean Jaurès;Ecole;Public;1 place DU 14 JUILLET;;34420 PORTIRAGNES;34420;34209;Portiragnes;034;11;76;1;1;;;;0646459356;;;ce.0341307L@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340209200026;273;;43.3039891375926, 3.33216003205677;SANS OBJET;Hérault;Montpellier;Occitanie;726966.6;6245037.3;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Sud;43.3039891375926;3.33216003205677;Numéro de rue;1972-06-12;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341388Z;;;0340861B;034003;BEZIERS;11071;BEZIERS
0341310P;Ecole élémentaire;Ecole;Public;Impasse du Mille Club;;34380 ST MARTIN DE LONDRES;34380;34274;Saint-Martin-de-Londres;034;11;76;0;1;;;;0467550879;;;ce.0341310P@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340274600027;197;;43.792786611589136, 3.734680440932016;SANS OBJET;Hérault;Montpellier;Occitanie;759139.3;6299582.9;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Mathieu-de-Tréviers;43.792786611589136;3.734680440932016;Rue;1972-06-12;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341424N;;;0341720K;034010;PAYS VIGANAIS;11124;PIC SAINT LOUP
0341317X;Ecole primaire Font Claire;Ecole;Public;Boulevard de l'Avenir;;34620 PUISSERGUIER;34620;34225;Puisserguier;034;11;76;1;1;;;;0467938964;;;ce.0341317X@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340225800098;251;;43.36546981309745, 3.052599748162761;SANS OBJET;Hérault;Montpellier;Occitanie;704265.8;6251816.3;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Sud;43.36546981309745;3.052599748162761;Numéro de rue;1972-10-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340063J;;;0340861B;034003;BEZIERS;11071;BEZIERS
0341347E;Ecole élémentaire Paul Painlevé;Ecole;Public;501 avenue de la Pompignane;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;0;1;;;;0467658535;;;ce.0341347E@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172201258;165;;43.61013135307786, 3.8983801387937502;SANS OBJET;Hérault;Montpellier;Occitanie;772547.0;6279421.5;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.61013135307786;3.8983801387937502;Numéro de rue;1973-06-15;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341421K;;;0340862C;034009;MONTPELLIER;11121;MONTPELLIER SUD
0341353L;Ecole primaire;Ecole;Public;Rue des Ecoles;;34490 ST NAZAIRE DE LADAREZ;34490;34279;Saint-Nazaire-de-Ladarez;034;11;76;1;1;;;;0467895021;;;ce.0341353L@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340279500024;21;;43.50942800930309, 3.0753801808256913;SANS OBJET;Hérault;Montpellier;Occitanie;706098.0;6267819.2;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.50942800930309;3.0753801808256913;Numéro de rue;1973-06-15;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;034026;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340054Z;;;0341853E;034003;BEZIERS;11071;BEZIERS
0341355N;Ecole élémentaire Lou Planas;Ecole;Public;22 rue des Ecoles;;34540 BALARUC LES BAINS;34540;34023;Balaruc-les-Bains;034;11;76;0;1;;;;0467485348;;;ce.0341355N@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340023700078;163;;43.44620191717377, 3.701679596877155;SANS OBJET;Hérault;Montpellier;Occitanie;756825.2;6261041.2;EPSG:2154;Circonscription d'inspection du 1er degré de Frontignan Littoral;43.44620191717377;3.701679596877155;Numéro de rue;1973-06-15;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342052W;;;0342068N;034012;SETE;11114;BASSIN DE THAU
0341356P;Ecole maternelle Robinson;Ecole;Public;22 rue des Ecoles;;34540 BALARUC LES BAINS;34540;34023;Balaruc-les-Bains;034;11;76;1;0;;;;0467485322;;;ce.0341356P@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340023700060;87;;43.44646981084835, 3.702129877048922;SANS OBJET;Hérault;Montpellier;Occitanie;756861.4;6261071.3;EPSG:2154;Circonscription d'inspection du 1er degré de Frontignan Littoral;43.44646981084835;3.702129877048922;Numéro de rue;1973-06-15;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0342052W;;;0342068N;034012;SETE;11114;BASSIN DE THAU
